run0,run1,run2,run3,run4,run5,run6,run7,run8,run9,1_model,2_mean,3_std
0.752685546875,0.75537109375,0.752197265625,0.761474609375,0.754638671875,0.760498046875,0.757080078125,0.7568359375,0.7607421875,0.76220703125,AudioNTT2020-BYOLA-64x96d2048,0.757373046875,0.0034918084333556885
